"コード","会社名","旧会社名","市場","選択","取引市場","業種","資本金","単位株数","備考"
3407,"旭化成","","東証PRM","○","東証PRM","化学",103389000000,100,"",""
3408,"サカイオーベックス（上場廃止）","","東証1部","○","東証1部,大証1部","繊維製品","",1000,"",""
3409,"北紡","北日本紡績","東証STD","○","東証STD","繊維製品",1198316000,100,"",""
3411,"オートリ（上場廃止）","","大証2部","○","大証2部","繊維製品","",1000,"",""
3415,"ＴＯＫＹＯ　ＢＡＳＥ","","東証PRM","○","東証PRM","小売業",564537000,100,"",""
3416,"ピクスタ","","東証GRT","○","東証GRT","小売業",325777000,100,"",""
3417,"大木ヘルスケアホールディングス","","東証STD","○","東証STD","卸売業",2486000000,100,"",""
3418,"バルニバービ","","東証GRT","○","東証GRT","小売業",466825000,100,"",""
3419,"アートグリーン（上場廃止）","","名証NXT","○","名証NXT","卸売業",143012000,100,"",""
3420,"ケー・エフ・シー","","東証STD","○","東証STD","金属製品",565295000,100,"",""
3421,"稲葉製作所","","東証STD","○","東証STD","金属製品",1132048000,100,"",""
3422,"Ｊ－ＭＡＸ","ＪＭＡＸ","東証STD","○","東証STD","金属製品",1950000000,100,"",""
3423,"エスイー","","東証STD","○","東証STD","金属製品",1228057000,100,"",""
3424,"ミヤコ（上場廃止）","","JASDAQ","○","店頭","金属製品","",1000,"",""
3425,"本郷（上場廃止）","","JASDAQ","○","店頭","金属製品","",1000,"",""
3426,"アトムリビンテック","","東証STD","○","東証STD","金属製品",300745000,100,"",""
3428,"サンポット（上場廃止）","","JASDAQ","○","店頭","金属製品","",1000,"",""
3429,"ストロベリーコーポレーション（上場廃止）","","JASDAQ","○","店頭","金属製品","","","",""
3431,"宮地エンジニアリンググループ","","東証PRM","○","東証PRM","金属製品",3000000000,100,"",""
3433,"トーカロ","","東証PRM","○","東証PRM","金属製品",2658000000,100,"",""
3434,"アルファＣｏ","アルファ","東証STD","○","東証STD","金属製品",2760000000,100,"",""
3435,"サンコーテクノ","","東証STD","○","東証STD","金属製品",768590000,100,"",""
3436,"ＳＵＭＣＯ","","東証PRM","○","東証PRM","金属製品",199034000000,100,"",""
3437,"特殊電極","","東証STD","○","東証STD","金属製品",484812000,100,"",""
3439,"三ツ知","","東証STD","○","東証STD","金属製品",405900000,100,"",""
3440,"日創グループ","日創プロニティ","東証STD","○","東証STD","金属製品",1176968000,100,"",""
3441,"山王","","東証STD","○","東証STD","金属製品",962200000,100,"",""
3442,"ＭＩＥCorp.（上場廃止）","","名証MN","○","名証MN","金属製品",500000000,100,"",""
3443,"川田テクノロジーズ","","東証PRM","○","東証PRM","金属製品",5288000000,100,"",""
3444,"菊池製作所","","東証STD","○","東証STD","金属製品",1303843000,100,"",""
3445,"ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ","","東証PRM","○","東証PRM","金属製品",5579031000,100,"",""
3446,"ジェイテックコーポレーション","ジェイテックCorp.","東証PRM","○","東証PRM","金属製品",828771000,100,"",""
3447,"信和","","東証STD","○","東証STD","金属製品",153576000,100,"",""
3449,"テクノフレックス","","東証STD","○","東証STD","金属製品",1000000000,100,"",""
3452,"ビーロット","","東証STD","○","東証STD","不動産業",1992000000,100,"",""
3454,"ファーストブラザーズ","","東証STD","○","東証STD","不動産業",100000000,100,"",""
3457,"Ａｎｄ　Ｄｏホールディングス","","東証PRM","○","東証PRM","不動産業",3377000000,100,"",""
3458,"シーアールイー（上場廃止）","","東証PRM","○","東証PRM","不動産業",5295000000,100,"",""
3461,"パルマ","","東証GRT","○","東証GRT","不動産業",599918000,100,"",""
3465,"ケイアイスター不動産","","東証PRM","○","東証PRM","不動産業",4815525000,100,"",""
3467,"アグレ都市デザイン","","東証STD","○","東証STD","不動産業",390717000,100,"",""
3469,"デュアルタップ","","東証STD","○","東証STD","不動産業",217457000,100,"",""
3474,"Ｇ－ＦＡＣＴＯＲＹ","ＧＦＡＣＴＯＲＹ","東証GRT","○","東証GRT","不動産業",50234000,100,"",""
3475,"グッドコムアセット","","東証PRM","○","東証PRM","不動産業",1595944000,100,"",""
3477,"フォーライフ","","東証GRT","○","東証GRT","不動産業",154880000,100,"",""
3479,"ティーケーピー","","東証GRT","○","東証GRT","不動産業",16320000000,100,"",""
3480,"ジェイ・エス・ビー","","東証PRM","○","東証PRM","不動産業",4258954000,100,"",""
3482,"ロードスターキャピタル","","東証PRM","○","東証PRM","不動産業",1402000000,100,"",""
3484,"イノベーションホールディングス","テンポイノベーション","東証PRM","○","東証PRM","不動産業",308394000,100,"",""
3486,"グローバル・リンク・マネジメント","","東証PRM","○","東証PRM","不動産業",553533000,100,"",""
3489,"フェイスネットワーク","","東証STD","○","東証STD","不動産業",681120000,100,"",""
3490,"アズ企画設計","","東証STD","○","東証STD","不動産業",171232000,100,"",""
3491,"ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ","","東証GRT","○","東証GRT","不動産業",7262000000,100,"",""
3494,"マリオン","","東証STD","○","東証STD","不動産業",1387642000,100,"",""
3495,"香陵住販","","東証STD","○","東証STD","不動産業",371980000,100,"",""
3496,"アズーム","","東証GRT","○","東証GRT","不動産業",63804000,100,"",""
3497,"ＬｅＴｅｃｈ（上場廃止）","","東証GRT","○","東証GRT","不動産業",51650000,100,"",""
3498,"霞ヶ関キャピタル","","東証PRM","○","東証PRM","不動産業",3549651000,100,"",""
3501,"ＳＵＭＩＮＯＥ","住江織物","東証PRM","○","東証PRM","繊維製品",9554000000,100,"",""
3503,"東和織物（上場廃止）","","大証2部","○","大証2部","繊維製品","",1000,"",""
3504,"丸八HD（上場廃止）","","名証MN","○","名証MN","繊維製品",100000000,100,"",""
3512,"日本フエルト","","東証STD","○","東証STD","繊維製品",2435425000,100,"",""
3513,"イチカワ","","東証STD","○","東証STD","繊維製品",3594000000,100,"",""
3514,"日本バイリーン（上場廃止）","","東証1部","○","東証1部","繊維製品","",1000,"",""
3515,"フジコー（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3521,"テルマー湯ホールディングス","エコナックHD","東証STD","○","東証STD","サービス業",100000000,100,"",""
3524,"日東製網","","東証STD","○","東証STD","繊維製品",1378825000,100,"",""
3526,"芦森工業（上場廃止）","","東証STD","○","東証STD","輸送用機器",8388000000,100,"",""
3528,"グローベルス（上場廃止）","","東証2部","○","東証2部,大証2部","不動産業","",1000,"",""
3529,"アツギ","","東証STD","○","東証STD","繊維製品",20000000000,100,"",""
3532,"堀田産業（上場廃止）","","東証2部","○","東証2部","繊維製品","",1000,"",""
3533,"ダイオ化成（上場廃止）","","東証2部","○","東証2部","繊維製品","",500,"",""
3534,"エヌビーシー（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3536,"アクサスホールディングス","","東証STD","○","東証STD","小売業",50000000,100,"",""
3537,"昭栄薬品","","東証STD","○","東証STD","卸売業",248169000,100,"",""
3538,"ウイルプラスホールディングス","","東証STD","○","東証STD","小売業",255618000,100,"",""
3539,"ＪＭホールディングス","","東証PRM","○","東証PRM","小売業",2229000000,100,"",""
3540,"歯愛メディカル（上場廃止）","","東証STD","○","東証STD","卸売業",10000000,100,"",""
3541,"農業総合研究所","","東証GRT","○","東証GRT","卸売業",50000000,100,"",""
3542,"ベガコーポレーション","ベガCorp.","東証GRT","○","東証GRT","小売業",1030551000,100,"",""
3543,"コメダホールディングス","","東証PRM","○","東証PRM","卸売業",651000000,100,"",""
3544,"サツドラホールディングス","","東証STD","○","東証STD","小売業",1003000000,100,"",""
3546,"アレンザホールディングス","","東証PRM","○","東証PRM","小売業",2011000000,100,"",""
3547,"ユニシアホールディングス","串カツ田中HD","東証STD","○","東証STD","小売業",306594000,100,"",""
3548,"バロックジャパンリミテッド","","東証PRM","○","東証PRM","小売業",8258000000,100,"",""
3549,"クスリのアオキホールディングス","","東証PRM","○","東証PRM","小売業",1167000000,100,"",""
3550,"スタジオアタオ","","東証GRT","○","東証GRT","小売業",398961000,100,"",""
3551,"ダイニック","","東証STD","○","東証STD","繊維製品",5795651000,100,"",""
3552,"東洋クロス（上場廃止）","","大証2部","○","大証2部","繊維製品","",1000,"",""
3553,"共和レザー","","東証STD","○","東証STD","化学",1810000000,100,"",""
3556,"リネットジャパングループ","","東証GRT","○","東証GRT","小売業",1643648000,100,"",""
3557,"ユナイテッド＆コレクティブ","","東証GRT","○","東証GRT","小売業",93085000,100,"",""
3558,"ジェイドグループ","","東証GRT","○","東証GRT","小売業",50000000,100,"",""
3559,"ピーバンドットコム","","東証STD","○","東証STD","卸売業",178772000,100,"",""
3560,"ほぼ日","","東証STD","○","東証STD","小売業",350263000,100,"",""
3561,"力の源ホールディングス","","東証PRM","○","東証PRM","小売業",3117571000,100,"",""
3562,"Ｎｏ．１","","東証STD","○","東証STD","卸売業",623832000,100,"",""
3563,"ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ","","東証PRM","○","東証PRM","小売業",100000000,100,"",""
3565,"アセンテック","","東証STD","○","東証STD","卸売業",235653000,100,"",""
3566,"ユニフォームネクスト","","東証GRT","○","東証GRT","小売業",358007000,100,"",""
3569,"セーレン","","東証PRM","○","東証PRM","繊維製品",17520000000,100,"",""
3570,"オリカキャピタル（上場廃止）","","大証2部","○","大証2部","サービス業","",1000,"",""
3571,"ソトー","","東証STD","○","東証STD","繊維製品",3124199000,100,"",""
3572,"大同マルタ染工（上場廃止）","","大証2部","○","大証2部","繊維製品","",1000,"",""
3576,"カンボウプラス（上場廃止）","","大証2部","○","大証2部","繊維製品","",1000,"",""
3577,"東海染工","","東証STD","○","東証STD","繊維製品",4300000000,100,"",""
3578,"倉庫精練（上場廃止）","","大証2部","○","大証2部","繊維製品","",1000,"",""
3580,"小松マテーレ","","東証PRM","○","東証PRM","繊維製品",4680000000,100,"",""
3581,"岐セン（上場廃止）","","名証2部","○","名証2部","繊維製品","",1000,"",""
3583,"オーベクス","","東証STD","○","東証STD","繊維製品",1939834000,100,"",""
3584,"福助（上場廃止）","","東証1部","○","東証1部,大証1部,名証1部,福岡","繊維製品","",1000,"",""
3585,"トムス・エンタテインメント（上場廃止）","","名証2部","○","名証2部","サービス業","",1000,"",""
3587,"アイ　ビー　ダイワ（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3588,"丸山工業（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3591,"ワコールホールディングス","","東証PRM","○","東証PRM","繊維製品",13260000000,100,"",""
3592,"ＣＨＯＹＡ（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3593,"ホギメディカル","","東証PRM","○","東証PRM","繊維製品",7123000000,100,"",""
3594,"モリシタ（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3595,"ヤギコーポレーション（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3596,"ワールド（上場廃止）","","東証1部","○","東証1部,大証1部","繊維製品","",100,"",""
3597,"自重堂","","東証STD","○","東証STD","繊維製品",2982499000,100,"",""
3598,"山喜","","東証STD","○","東証STD","繊維製品",3355227000,100,"",""
3599,"コーコス信岡（上場廃止）","","JASDAQ","○","店頭","繊維製品","",1000,"",""
3600,"フジックス","","東証STD","○","東証STD","繊維製品",923325000,100,"",""
3601,"ニチメン　インフィニティ（上場廃止）","","東証1部","○","東証1部,大証1部","繊維製品","",100,"",""
